id,concept_type,concept_uri,preferred_label,isco_level_1,isco_level_2,isco_level_3,isco_level_4,is_top_level,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,total_paid_hours,employment_count,employment_share,risk,prevalence,risk_category,onet_code,onet_occupation,level_1,level_2,skills_based_sector_code,sub_sector_code,skills_based_sector,sub_sector,remote_labor_index,physical_proximity,exposure_score
2041,Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistician,2,21,212,2120,True,5.0,8.3,5.5,4.6000000000000005,36135.290249433114,35.49448669201521,9184.0,0.00028565123042770696,3.559235646599777,0.3917224080267559,High risk,15-2041.00,statisticians,4,20,5,5.1,engineers & researchers,researchers & science technicians,0.814814815,0.3625,0.25909386245625354
2042,Occupation,http://data.europa.eu/esco/occupation/acb6b99a-6c13-482a-81b1-8b5614e0153e,stage technician,3,34,343,3435,False,3.0,4.2648,6.0451000000000015,4.3342,19027.489776951672,29.200805270863828,,,3.4890903544142624,0.7622028862478777,Other,27-4011.00,audio and video equipment technicians,5,23,6,6.1,arts & media workers,art & media technicians,0.523809524,0.6025,0.5356349146480278
2043,Occupation,http://data.europa.eu/esco/occupation/acbb7a20-c947-480d-a07e-868a0ab3eab8,specialist biomedical scientist,2,21,213,2131,False,5.0,7.262500000000001,7.636800000000001,4.803999999999999,35975.800407331975,35.91522491349481,,,3.5305572449445046,0.6677816633723584,Other,19-1020.01,biologists,10,41,11,11.1,healthcare workers,doctors & specialist therapists,,0.51,
2044,Occupation,http://data.europa.eu/esco/occupation/acf28133-525f-4838-9248-d852e28b8f98,delicatessen shop manager,1,14,142,1420,False,2.0,2.6519999999999997,5.8856,3.8875,27994.312080536914,37.419054652880355,,,3.409419104820805,0.4965509039010465,Other,41-1011.00,first-line supervisors of retail sales workers,2,13,3,3.3,sales & services workers,shop & services managers,0.526315789,0.6575,0.5580746981654875
2045,Occupation,http://data.europa.eu/esco/occupation/acf462a3-9c34-46cb-952a-c612c38299f4,prosecutor,2,26,261,2611,False,5.0,10.3356,6.428299999999999,5.2064,44538.34782608696,33.98768472906404,,,3.47188221589972,0.25544285007422074,Other,23-1011.00,lawyers,1,8,2,2.3,business & administration workers,"assistants, clerks & legal workers",0.636363636,0.3425,0.3529099809724854
2046,Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,anthropologist,2,26,263,2632,True,5.0,9.3918,5.308,3.0356,36551.41452991453,34.15661375661376,16730.0,0.0005203367450888023,3.408875087067564,0.5733689342930114,Other,19-3091.01,anthropologists,4,20,5,5.1,engineers & researchers,researchers & science technicians,0.6,0.5525,0.4701063709417264
2047,Occupation,http://data.europa.eu/esco/occupation/ad14ec64-128c-4a72-9c1a-257a5f3b180c,exploration geologist,2,21,211,2114,False,4.0,7.5426,5.6671,4.3328,42983.0,37.8,,,3.4842060167555213,0.6279512566641279,Other,19-2042.00,"geoscientists, except hydrologists and geographers",0,5,1,1.6,"technicians, construction, transport & security workers",mining engineers & technicians,0.666666667,0.395,0.3628590174365245
2048,Occupation,http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13,"mining, construction and civil engineering machinery distribution manager",1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,38,10,10.1,logistics workers,logistics & distribution managers,0.651162791,0.4825,0.4102608357405079
2049,Occupation,http://data.europa.eu/esco/occupation/ad6589cb-ef1e-482d-863d-d80b2eb6b070,hot foil operator,7,73,732,7322,True,3.0,2.1426,5.0706,3.2269999999999994,21832.691489361703,36.74489795918368,4082.0,0.00012695241618123065,3.513829757670076,0.6171631836371723,Other,51-5112.00,printing press operators,3,19,4,4.4,manufacturing workers,paper & wood manufacturing workers,0.25,0.4225,0.5629165124598852
2050,Occupation,http://data.europa.eu/esco/occupation/ad7bbc92-d5cb-4b64-a1a3-efc593afd437,lumber grader,7,75,754,7543,False,2.0,2.5397000000000003,4.8863,4.0288,22430.36764705882,38.70938628158846,,,3.5474359567187643,0.65652455377786,Other,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.095238095,0.645,0.7639184699462371
2051,Occupation,http://data.europa.eu/esco/occupation/ad7c76e8-af96-42af-99a5-d579f707758c,aircraft assembler,8,82,821,8211,True,2.0,3.0625,5.363499999999998,4.0223,29879.32066508313,41.487179487179496,5356.0,0.0001665705153105825,3.5435620379704313,0.9319556451612904,Other,51-2011.00,"aircraft structure, surfaces, rigging, and systems assemblers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.043478261,0.595,0.7544073400391859
2052,Occupation,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115,cartographer,2,21,216,2165,True,4.0,4.8386000000000005,4.2367,3.2809,32009.151219512198,36.73093220338985,9452.0,0.00029397435918569704,3.537180964197093,0.4746543778801843,High risk,17-1021.00,cartographers and photogrammetrists,4,20,5,5.1,engineers & researchers,researchers & science technicians,0.5555555560000001,0.5375,0.48876260970945795
2053,Occupation,http://data.europa.eu/esco/occupation/ada3fc30-c205-4279-90b8-ed5c7c467626,leather goods product development manager,1,12,122,1223,False,5.0,8.131799999999998,8.1501,3.8889,50855.39907192576,36.65516549648947,,,3.4713725585305912,0.2706635622817229,Other,11-9121.00,natural sciences managers,7,32,8,8.1,"textile, clothing, leather & footwear manufacturing workers",shoe & leather manufacturing workers,0.7142857140000001,0.4025,0.3391164993258216
2054,Occupation,http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be,payroll clerk,4,43,431,4313,True,2.0,3.5173,6.0575,3.0038,21232.0,31.3,55188.0,0.0017164982270443795,3.5773668720431298,0.4679282649356365,High risk,43-3051.00,payroll and timekeeping clerks,1,8,2,2.3,business & administration workers,"assistants, clerks & legal workers",0.7333333329999999,0.37,0.3141125065800469
2055,Occupation,http://data.europa.eu/esco/occupation/adf9257e-78cb-467d-b259-59ed65bd7aed,fire safety tester,3,31,311,3112,False,3.0,4.2276,8.7514,5.3819,31261.07339449541,37.26484375,,,3.351710913099393,0.5710086349439647,Other,17-3022.00,civil engineering technicians,0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.727272727,0.565,0.3925441494214377
2056,Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,philosophy lecturer,2,23,231,2310,False,5.0,10.0892,6.266,2.7713,40843.04347826087,29.556549520766772,,,3.3545915971243816,0.43329359488457786,Other,25-1125.00,"history teachers, postsecondary",6,30,7,7.3,education workers,lecturers,0.85,0.36,0.23237900077244505
2057,Occupation,http://data.europa.eu/esco/occupation/ae3f1edd-d191-4a8d-8dfc-099dcdc6f1e8,record press operator,8,81,814,8142,True,2.0,2.5608000000000004,4.7591,3.896,24469.8,39.91818181818182,958.0,2.9784956600131635e-05,3.4503026437847875,0.8093692022263451,Other,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",3,19,4,4.4,manufacturing workers,paper & wood manufacturing workers,0.1,0.66,0.7707139547199078
2058,Occupation,http://data.europa.eu/esco/occupation/ae66ca51-e762-48b4-bd46-071dc87cb30d,storyboard artist,2,26,265,2651,True,4.0,4.9737,6.4292,2.4731,26266.0,36.17627118644068,7750.0,0.00024103977068610737,3.7382212657049783,0.4690553745928338,High risk,27-1014.00,multimedia artists and animators,5,25,6,6.3,arts & media workers,creative managers & graphic designers,0.6,0.53,0.4604345773288536
2059,Occupation,http://data.europa.eu/esco/occupation/ae73f0dc-05a7-4e23-a234-9bb7e6d86975,door to door seller,5,52,524,5243,True,1.0,1.4348,1.2502,2.2501,22102.8064516129,34.4,22317.0,0.0006941218161011691,3.6948096976016687,0.08696558915537017,High risk,41-9091.00,"door-to-door sales workers, news and street vendors, and related workers",2,12,3,3.2,sales & services workers,customer representatives,0.6,0.6675,0.5167204273105526
2060,Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,optomechanical engineer,2,21,214,2144,False,4.0,5.8789,7.3698,3.9496,34707.347469220236,40.44157043879907,,,3.5510551493594176,0.5266278035767217,Other,17-2141.00,mechanical engineers,4,21,5,5.2,engineers & researchers,various engineers & architects,0.6122448979999999,0.5825,0.4752550335504087
2061,Occupation,http://data.europa.eu/esco/occupation/aeae4491-91b2-4029-9648-364e0bc4ecff,electrical equipment production supervisor,3,31,312,3122,False,2.0,3.4679,8.6141,4.6503,23310.158751696064,39.241991341991344,,,3.4037749517063745,0.5521571152607855,Other,51-1011.00,first-line supervisors of production and operating workers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.692307692,0.645,0.4454902228556762
2062,Occupation,http://data.europa.eu/esco/occupation/aeb7c6bd-22c9-43c2-8551-a1cc2560584f,forecast manager,1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.651162791,0.4825,0.4102608357405079
2063,Occupation,http://data.europa.eu/esco/occupation/aecb033a-2be8-459c-bbdc-87bbae922894,plastering supervisor,3,31,312,3123,False,3.0,2.8266000000000004,7.5779,6.2029000000000005,31760.00456621005,38.2632183908046,,,3.3669818166296746,0.727164077172614,Other,47-1011.00,first-line supervisors of construction trades and extraction workers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.411764706,0.7075,0.6451174083103013
2064,Occupation,http://data.europa.eu/esco/occupation/af2f3615-63ab-44dc-957d-c9660410d336,metal products assembler,8,82,821,8219,True,2.0,2.0678,2.9850000000000003,2.7619,29810.13953488372,41.395975855130786,5356.0,0.0001665705153105825,3.3768931795386155,0.6845536609829488,Other,51-2092.00,team assemblers,3,16,4,4.1,manufacturing workers,metal workers & machine operators,,0.655,
2065,Occupation,http://data.europa.eu/esco/occupation/af355ac4-dd89-44df-99a6-bba70202d6fe,data entry supervisor,3,33,334,3341,True,3.0,4.584,6.7814999999999985,4.5901999999999985,20395.595041322318,30.130443828016638,41172.0,0.0012805650301955824,3.5758370644344937,0.6360716371423011,Other,43-1011.00,first-line supervisors of office and administrative support workers,11,47,12,12.3,ict workers,data workers,0.666666667,0.4725,0.3968626964612573
2066,Occupation,http://data.europa.eu/esco/occupation/af513bd8-4340-4452-aa30-05a073ecc49a,hearse driver,8,83,832,8322,True,2.0,2.4274,3.0519,2.6453,22256.8961352657,36.5532,65825.0,0.0020473269840744555,3.397922576832152,0.7033096926713948,Other,53-3041.00,taxi drivers and chauffeurs,0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.230769231,0.7875000000000001,0.7783117823774095
2067,Occupation,http://data.europa.eu/esco/occupation/af69484e-b43f-4685-b22d-f3418df45c4d,psychotherapist,2,26,263,2634,False,5.0,10.734000000000002,7.1478,3.8266,55580.09523809524,35.203603603603604,,,3.534140241600604,0.2487731219328048,High risk,19-3031.02,clinical psychologists,10,41,11,11.1,healthcare workers,doctors & specialist therapists,0.647058824,0.6225,0.4687279403449297
2068,Occupation,http://data.europa.eu/esco/occupation/afbe50b0-6634-4677-a3e7-0aada10cb9a7,thermal engineer,2,21,214,2149,False,4.0,6.5017000000000005,7.4558,4.0459,35911.871607515655,38.50286995515695,,,3.5064111564973195,0.5630584631095226,Other,17-2199.03,energy engineers,4,21,5,5.2,engineers & researchers,various engineers & architects,0.565217391,0.41,0.42220950923682427
2069,Occupation,http://data.europa.eu/esco/occupation/afc5a0f4-42e5-4bfb-910c-2b54b44f99c5,property appraiser,3,33,331,3315,True,4.0,5.4,5.699999999999998,5.949999999999998,30599.99386503068,35.068157894736835,22458.0,0.0006984989195580817,3.6964989829447674,0.3223282741355031,High risk,13-2021.02,"appraisers, real estate",1,7,2,2.2,business & administration workers,accounting & financial services workers,0.684210526,0.3375,0.32646431271273746
2070,Occupation,http://data.europa.eu/esco/occupation/afcf9d03-6e51-4548-8cec-cfa50972929d,"import export manager in sugar, chocolate and sugar confectionery",1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,40,10,10.3,logistics workers,import export managers,0.651162791,0.4825,0.4102608357405079
2071,Occupation,http://data.europa.eu/esco/occupation/afe9eaa4-433f-4ae6-90ff-afa098ccf1bb,chain making machine operator,7,72,722,7223,True,3.0,2.6251,5.2506,4.3335,30509.523305084746,41.693320964749546,3643.0,0.00011329285651164766,3.5299550791783103,0.8479188115899395,Other,51-9071.01,jewelers,3,16,4,4.1,manufacturing workers,metal workers & machine operators,0.166666667,0.595,0.7041543390017561
2072,Occupation,http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,food technician,3,31,311,3119,True,4.0,6.807600000000001,3.72,3.4000000000000004,27329.90341753343,35.66,6784.0,0.00021099122761900624,3.340218926553672,0.6443032015065913,Other,19-1012.00,food scientists and technologists,8,37,9,9.3,food & tobacco production workers,food & tobacco production specialists,0.5555555560000001,0.52,0.4807401698214952
2073,Occupation,http://data.europa.eu/esco/occupation/aff66ae0-d6e1-4de3-b6af-78647defd08c,enterprise development worker,2,26,263,2635,False,4.0,5.574299999999999,4.1416,3.2409,36551.41452991453,34.15661375661376,,,3.539648212226066,0.33679354094578995,High risk,21-1093.00,social and human service assistants,13,51,14,14.1,social workers,social workers,0.615384615,0.79,0.551222418040123
2074,Occupation,http://data.europa.eu/esco/occupation/b00e9e89-fd8d-4655-b6a2-f58b17629473,airport security officer,5,54,541,5414,False,2.0,2.2215000000000003,3.2642000000000007,2.023,24315.54098360656,37.02142857142857,,,3.5652865329512897,0.4133715377268386,High risk,33-9032.00,security guards,0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.1,0.68,0.7823042886243179
2075,Occupation,http://data.europa.eu/esco/occupation/b01affdd-c8a9-4121-bc50-a5be17f014eb,shiatsu practitioner,3,32,325,3255,True,3.0,3.0667,3.2334,1.9333,18089.67231638418,30.988344988344988,5852.0,0.0001820144891522284,2.7804746617748224,1.0,Low risk,31-9011.00,massage therapists,10,43,11,11.3,healthcare workers,naturopathic & physical therapists,0.28571428600000004,0.8875,0.7961963144696161
2076,Occupation,http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074,aviation inspector,3,31,315,3154,True,3.0,3.1717,7.7959999999999985,5.450799999999999,32754.0,42.036716417910455,2797.0,8.699001380301165e-05,3.649108110655544,0.6010179556058249,Other,53-6051.01,aviation inspectors,0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.28,0.5425,0.6249799996799897
2077,Occupation,http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964,construction equipment technician,7,72,723,7233,True,3.0,2.8353,6.2036,4.9132,30467.260869565216,41.22962962962964,16589.0,0.0005159554290565458,3.364729536703515,0.9016271270649608,Low risk,49-3042.00,"mobile heavy equipment mechanics, except engines",0,2,1,1.3,"technicians, construction, transport & security workers","industrial technicians, mechanics & repairers",0.130434783,0.475,0.6426845867725474
2078,Occupation,http://data.europa.eu/esco/occupation/b059d331-2dd9-4d7d-923e-1dd029d2e58c,hawker,9,95,952,9520,True,1.0,1.4348,1.2502,2.2501,11448.642857142857,24.848049645390073,20159.0,0.0006269968047391865,3.6948096976016687,0.08696558915537017,High risk,41-9091.00,"door-to-door sales workers, news and street vendors, and related workers",2,14,3,3.4,sales & services workers,retail & sales workers,0.6,0.6675,0.5167204273105526
2079,Occupation,http://data.europa.eu/esco/occupation/b05f53db-b6b0-49bc-aa0c-1790c8c7012b,rigger,7,72,721,7215,True,2.0,2.096,5.835099999999999,4.1827999999999985,31541.523121387287,41.37263681592041,7119.0,0.00022143089323577782,3.351712641578372,1.0,Low risk,49-9096.00,riggers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.222222222,0.7675000000000001,0.7726217992103253
2080,Occupation,http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e,acoustical engineer,2,21,214,2149,True,3.0,3.312,6.0646,4.0004,35911.871607515655,38.50286995515695,11552.0,0.00035929027887737113,3.3483922101449286,0.7514492753623191,Other,27-4014.00,sound engineering technicians,4,21,5,5.2,engineers & researchers,various engineers & architects,0.571428571,0.6925,0.5447804278629144
2081,Occupation,http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b,writer,2,26,264,2641,True,4.0,4.5775,4.8845,2.4616,32244.68029739777,34.95350318471338,12851.0,0.0003996850508038928,3.4502542372881364,0.3733898305084745,Other,27-3043.05,"poets, lyricists and creative writers",5,24,6,6.2,arts & media workers,"journalists, publishers & composers",0.75,0.14,0.18708286933869708
2082,Occupation,http://data.europa.eu/esco/occupation/b07e291d-1ea0-44d6-861c-e2c36861f9e3,basketmaker,7,73,731,7317,True,2.0,1.9076,4.1517,3.5454,23833.75,38.83500000000001,2046.0,6.36451146858395e-05,3.432101974625583,0.7703901554898406,Other,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing",3,18,4,4.3,manufacturing workers,craftspersons & carpenters,0.14285714300000002,0.5125,0.6627863262111703
2083,Occupation,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,risk manager,2,24,241,2412,True,4.0,6.3809000000000005,8.095099999999999,4.143199999999998,34270.94042553192,35.377857142857145,33733.0,0.0010491720465715911,3.536281214528945,0.4565266742338254,High risk,13-2099.02,risk management specialists,1,7,2,2.2,business & administration workers,accounting & financial services workers,0.72972973,0.4275,0.3399125482017397
2084,Occupation,http://data.europa.eu/esco/occupation/b09ffdec-b04c-41a8-bacc-2c71d7a3e5ac,typesetter,7,73,732,7321,False,3.0,3.3898,6.3532,4.204,24901.895652173916,37.85766871165644,,,3.617622790134018,0.6242514970059881,Other,51-5111.00,prepress technicians and workers,5,24,6,6.2,arts & media workers,"journalists, publishers & composers",0.230769231,0.555,0.6533935083814347
2085,Occupation,http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9,product quality controller,7,75,754,7543,True,2.0,2.5397000000000003,4.8863,4.0288,22430.36764705882,38.70938628158846,7338.0,0.00022823846928802692,3.5474359567187643,0.65652455377786,Other,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.095238095,0.645,0.7639184699462371
2086,Occupation,http://data.europa.eu/esco/occupation/b0c6f284-f3ed-4820-a62e-4e87869f5a3e,rubber products machine operator,8,81,814,8141,True,2.0,2.5608000000000004,4.7591,3.896,24469.8,39.91818181818182,958.0,2.9784956600131635e-05,3.4503026437847875,0.8093692022263451,Other,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",3,17,4,4.2,manufacturing workers,chemical manufacturing workers,0.1,0.66,0.7707139547199078
2087,Occupation,http://data.europa.eu/esco/occupation/b0cb4f78-c361-48cf-97aa-25104ac2647c,wood treater,7,75,752,7521,True,2.0,2.0737,3.3147999999999995,3.6848,22772.272727272728,41.02857142857143,4088.0,0.00012714525214478948,3.469389223295843,0.745287501980041,Other,51-9191.00,adhesive bonding machine operators and tenders,3,19,4,4.4,manufacturing workers,paper & wood manufacturing workers,0.117647059,0.6975,0.7845005904060876
2088,Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,biometrician,2,21,212,2120,False,5.0,8.3,5.5,4.6000000000000005,36135.290249433114,35.49448669201521,,,3.559235646599777,0.3917224080267559,High risk,15-2041.00,statisticians,4,20,5,5.1,engineers & researchers,researchers & science technicians,0.814814815,0.3625,0.25909386245625354
2089,Occupation,http://data.europa.eu/esco/occupation/b0fa69b4-998c-4e66-acd3-5f5d73cadb5c,packaging and filling machine operator,8,81,818,8183,True,2.0,1.9021,3.7702,2.6639999999999997,19732.103773584906,37.05104895104895,1542.0,4.795027401778359e-05,3.4359154929577453,0.4751990202082057,Other,51-9111.00,packaging and filling machine operators and tenders,8,36,9,9.2,food & tobacco production workers,food & tobacco production operators,0.0,0.5925,0.7697402159170327
2090,Occupation,http://data.europa.eu/esco/occupation/b10d45f4-482d-4301-bc39-da206b17815c,aircraft assembly inspector,7,75,754,7543,False,2.0,2.5397000000000003,4.8863,4.0288,22430.36764705882,38.70938628158846,,,3.5474359567187643,0.65652455377786,Other,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.095238095,0.645,0.7639184699462371
2091,Occupation,http://data.europa.eu/esco/occupation/b10dc548-10e1-4447-8406-5101ff170bbf,head pastry chef,3,34,343,3434,False,3.0,4.4438,6.999300000000002,3.3324,18518.00896860986,36.038019169329075,,,3.3482570144540285,0.6022106158144055,Other,35-1011.00,chefs and head cooks,2,11,3,3.1,sales & services workers,"food, cleaning & services workers",0.642857143,0.8049999999999999,0.5361902646309424
2092,Occupation,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,database developer,2,25,252,2521,True,4.0,6.4392999999999985,7.671200000000002,4.1907,39651.4990403071,36.59437299035369,,,3.56139837398374,0.5567479674796746,Other,15-1141.00,database administrators,11,47,12,12.3,ict workers,data workers,0.764705882,0.515,0.34810410909668965
2093,Occupation,http://data.europa.eu/esco/occupation/b12b14fd-5b74-40c6-afd9-dd35b34e27ed,industrial assembly supervisor,3,31,312,3122,True,2.0,3.4679,8.6141,4.6503,23310.158751696064,39.241991341991344,10916.0,0.00033951181834080893,3.4037749517063745,0.5521571152607855,Other,51-1011.00,first-line supervisors of production and operating workers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.692307692,0.645,0.4454902228556762
2094,Occupation,http://data.europa.eu/esco/occupation/b148e7a3-e5b0-4edc-b770-85ab81f36ac9,import export manager in household goods,1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,40,10,10.3,logistics workers,import export managers,0.651162791,0.4825,0.4102608357405079
2095,Occupation,http://data.europa.eu/esco/occupation/b156960c-8508-4067-908d-f167847c55b1,quarry manager,1,13,132,1322,True,4.0,6.2073,7.7984,5.4026999999999985,45669.05825242718,39.344262295081975,79608.0,0.0024760165996024932,3.4363423766583754,0.5253420398009949,Other,17-2151.00,"mining and geological engineers, including mining safety engineers",0,5,1,1.6,"technicians, construction, transport & security workers",mining engineers & technicians,0.636363636,0.4775,0.41669696880347
2096,Occupation,http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59,remote sensing technician,3,31,311,3111,True,4.0,5.363099999999998,6.2058,4.1189,25086.502645502642,37.54025974025974,6784.0,0.00021099122761900624,3.505582173205569,0.4172843970348943,Other,19-4099.03,remote sensing technicians,4,20,5,5.1,engineers & researchers,researchers & science technicians,0.5,0.48,0.4898979485566356
2097,Occupation,http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b,advertising copywriter,2,24,243,2431,True,4.0,5.609399999999999,5.7371,3.5274,38839.81637717121,36.3546762589928,20834.0,0.000647977713032387,3.5225657108721613,0.4119872560732776,Other,27-3043.04,copy writers,5,25,6,6.3,arts & media workers,creative managers & graphic designers,0.75,0.4875,0.3491060010942236
2098,Occupation,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,special effects artist,2,21,216,2166,True,4.0,4.9737,6.4292,2.4731,37555.30817610063,36.67020202020202,9452.0,0.00029397435918569704,3.7382212657049783,0.4690553745928338,High risk,27-1014.00,multimedia artists and animators,5,25,6,6.3,arts & media workers,creative managers & graphic designers,0.6,0.53,0.4604345773288536
2099,Occupation,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,ICT consultant,2,25,251,2511,True,4.0,5.7551,7.8995000000000015,4.0479,41914.3295194508,36.818796992481204,25432.0,0.0007910048845391599,3.4889911994784875,0.4773142112125162,Other,15-1121.00,computer systems analysts,11,45,12,12.1,ict workers,"ict system engineers, adminstrators & managers",0.7777777779999999,0.4775,0.32574700459866096
2100,Occupation,http://data.europa.eu/esco/occupation/b206a740-c7eb-407d-9cdb-93502368c4d8,crane crew supervisor,3,31,312,3123,False,3.0,2.8266000000000004,7.5779,6.2029000000000005,31760.00456621005,38.2632183908046,,,3.3669818166296746,0.727164077172614,Other,47-1011.00,first-line supervisors of construction trades and extraction workers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.411764706,0.7075,0.6451174083103013
2101,Occupation,http://data.europa.eu/esco/occupation/b21aac17-8237-4264-bc2c-0e315346fd8f,chemical plant control room operator,3,31,313,3133,False,2.0,3.5139,5.7545,4.7437,21750.916666666668,38.709090909090904,,,3.5449937774090325,0.7449330330686263,Other,51-8091.00,chemical plant and system operators,3,17,4,4.2,manufacturing workers,chemical manufacturing workers,0.230769231,0.6375,0.7002746712808482
2102,Occupation,http://data.europa.eu/esco/occupation/b21b5952-1658-44f8-b719-e5be7fb39866,motor vehicle shop manager,1,14,142,1420,False,2.0,2.6519999999999997,5.8856,3.8875,27994.312080536914,37.419054652880355,,,3.409419104820805,0.4965509039010465,Other,41-1011.00,first-line supervisors of retail sales workers,2,13,3,3.3,sales & services workers,shop & services managers,0.526315789,0.6575,0.5580746981654875
2103,Occupation,http://data.europa.eu/esco/occupation/b223f402-0318-4e27-8691-df6e7f7295d2,lieutenant,0,1,11,110,True,,,,,,,,,,,,,,0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,,0.0,
2104,Occupation,http://data.europa.eu/esco/occupation/b2678105-9d5c-403f-b822-274aff706309,sheep breeder,6,61,612,6121,True,2.0,2.3153,4.8606,3.946800000000001,20861.0,36.00408163265306,12276.0,0.0003818276488764397,3.423423335198657,0.8181309457190823,Other,45-2021.00,animal breeders,12,49,13,13.2,animal care & husbandry workers,animal husbandry workers,0.071428571,0.325,0.5493502657003089
2105,Occupation,http://data.europa.eu/esco/occupation/b27854dd-3fbe-406e-a750-54f677d55936,aircraft maintenance coordinator,7,72,723,7232,True,3.0,3.4473,5.5237,4.7538,30467.260869565216,41.22962962962964,16589.0,0.0005159554290565458,3.3325976484655246,0.7695629068686062,Other,49-3011.00,aircraft mechanics and service technicians,0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.107142857,0.535,0.6911429457825639
2106,Occupation,http://data.europa.eu/esco/occupation/b2826761-6fc4-4344-9d36-d8455cb6b185,"import export manager in fish, crustaceans and molluscs",1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,40,10,10.3,logistics workers,import export managers,0.651162791,0.4825,0.4102608357405079
2107,Occupation,http://data.europa.eu/esco/occupation/b2cac4bc-abb7-41b3-a515-2ad006b8ebf6,control panel tester,7,75,754,7543,True,2.0,2.5397000000000003,4.8863,4.0288,22430.36764705882,38.70938628158846,7338.0,0.00022823846928802692,3.5474359567187643,0.65652455377786,Other,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.095238095,0.645,0.7639184699462371
